"State","Gender","Age.Cohort","Fit.Bound","LE"
"California","Total","85+ years","upr","8.91612988387545"
"Colorado","Female","< 1 year","fit","83.3017729812153"
"Colorado","Female","< 1 year","lwr","81.4861460404362"
"Colorado","Female","< 1 year","upr","85.1852953617031"
"Colorado","Female","1-4 years","fit","82.6736444670893"
"Colorado","Female","1-4 years","lwr","81.0014850115529"
"Colorado","Female","1-4 years","upr","84.4339714879427"
"Colorado","Female","5-14 years","fit","78.7326209265212"
"Colorado","Female","5-14 years","lwr","77.0996074551577"
"Colorado","Female","5-14 years","upr","80.4561635714782"
"Colorado","Female","15-24 years","fit","68.8109740976029"
"Colorado","Female","15-24 years","lwr","67.2170958181362"
"Colorado","Female","15-24 years","upr","70.4965312688604"
"Colorado","Female","25-34 years","fit","59.0695835098166"
"Colorado","Female","25-34 years","lwr","57.5283395002973"
"Colorado","Female","25-34 years","upr","60.7049878631439"
"Colorado","Female","35-44 years","fit","49.4233562373805"
"Colorado","Female","35-44 years","lwr","47.9446328581732"
"Colorado","Female","35-44 years","upr","50.9956136879633"
"Colorado","Female","45-54 years","fit","39.869997029428"
"Colorado","Female","45-54 years","lwr","38.4645917795779"
"Colorado","Female","45-54 years","upr","41.3683576475797"
"Colorado","Female","55-64 years","fit","30.8965459708174"
