Age Group,State,Gender,Yearly July 1st Estimates,Population
< 1 year,Hawaii,Male,1996,8486
< 1 year,Hawaii,Male,1997,8176
< 1 year,Hawaii,Male,1998,8000
< 1 year,Hawaii,Male,1999,7951
< 1 year,Hawaii,Male,2000,8045
< 1 year,Hawaii,Male,2001,8611
< 1 year,Hawaii,Male,2002,8450
< 1 year,Hawaii,Male,2003,9060
< 1 year,Hawaii,Male,2004,9264
< 1 year,Hawaii,Male,2005,9056
< 1 year,Hawaii,Male,2006,9165
< 1 year,Hawaii,Male,2007,9544
< 1 year,Hawaii,Male,2008,9504
< 1 year,Hawaii,Male,2009,9515
< 1 year,Hawaii,Male,2010,9229
< 1 year,Hawaii,Male,2011,9911
< 1 year,Hawaii,Male,2012,9611
< 1 year,Hawaii,Male,2013,9860
< 1 year,Hawaii,Male,2014,9675
< 1 year,Hawaii,Male,2015,9389
< 1 year,Hawaii,Male,2016,9232
< 1 year,Hawaii,Male,2017,9183
< 1 year,Hawaii,Male,2018,8785
< 1 year,Hawaii,Male,2019,8599
< 1 year,Idaho,Female,1990,8091
< 1 year,Idaho,Female,1991,7979
< 1 year,Idaho,Female,1992,8240
< 1 year,Idaho,Female,1993,8384
< 1 year,Idaho,Female,1994,8430
< 1 year,Idaho,Female,1995,8629
< 1 year,Idaho,Female,1996,8886
< 1 year,Idaho,Female,1997,9040
< 1 year,Idaho,Female,1998,9291
< 1 year,Idaho,Female,1999,9518
< 1 year,Idaho,Female,2000,9759
< 1 year,Idaho,Female,2001,10157
< 1 year,Idaho,Female,2002,10289
< 1 year,Idaho,Female,2003,10337
< 1 year,Idaho,Female,2004,10796
< 1 year,Idaho,Female,2005,11293
< 1 year,Idaho,Female,2006,11655
< 1 year,Idaho,Female,2007,12113
< 1 year,Idaho,Female,2008,12164
< 1 year,Idaho,Female,2009,11679
< 1 year,Idaho,Female,2010,11552
< 1 year,Idaho,Female,2011,11206
< 1 year,Idaho,Female,2012,10884
< 1 year,Idaho,Female,2013,11174
< 1 year,Idaho,Female,2014,10910
< 1 year,Idaho,Female,2015,11281
< 1 year,Idaho,Female,2016,11227
< 1 year,Idaho,Female,2017,11081
< 1 year,Idaho,Female,2018,10694
< 1 year,Idaho,Female,2019,10768
< 1 year,Idaho,Male,1990,8648
< 1 year,Idaho,Male,1991,8509
< 1 year,Idaho,Male,1992,8760
< 1 year,Idaho,Male,1993,8943
< 1 year,Idaho,Male,1994,8964
< 1 year,Idaho,Male,1995,9139
< 1 year,Idaho,Male,1996,9390
< 1 year,Idaho,Male,1997,9519
< 1 year,Idaho,Male,1998,9748
< 1 year,Idaho,Male,1999,9975
< 1 year,Idaho,Male,2000,10214
< 1 year,Idaho,Male,2001,10596
< 1 year,Idaho,Male,2002,10526
< 1 year,Idaho,Male,2003,10827
< 1 year,Idaho,Male,2004,11482
< 1 year,Idaho,Male,2005,11605
< 1 year,Idaho,Male,2006,12091
< 1 year,Idaho,Male,2007,12708
< 1 year,Idaho,Male,2008,12573
< 1 year,Idaho,Male,2009,12114
< 1 year,Idaho,Male,2010,12053
< 1 year,Idaho,Male,2011,11667
< 1 year,Idaho,Male,2012,11390
< 1 year,Idaho,Male,2013,11392
< 1 year,Idaho,Male,2014,11410
< 1 year,Idaho,Male,2015,11678
< 1 year,Idaho,Male,2016,11324
< 1 year,Idaho,Male,2017,11233
< 1 year,Idaho,Male,2018,11240
< 1 year,Idaho,Male,2019,11338
< 1 year,Illinois,Female,1990,90624
< 1 year,Illinois,Female,1991,91723
< 1 year,Illinois,Female,1992,91876
< 1 year,Illinois,Female,1993,90168
< 1 year,Illinois,Female,1994,89337
< 1 year,Illinois,Female,1995,88052
< 1 year,Illinois,Female,1996,86018
< 1 year,Illinois,Female,1997,85370
< 1 year,Illinois,Female,1998,84424
< 1 year,Illinois,Female,1999,84834
< 1 year,Illinois,Female,2000,85885
< 1 year,Illinois,Female,2001,89100
< 1 year,Illinois,Female,2002,86480
< 1 year,Illinois,Female,2003,85217
< 1 year,Illinois,Female,2004,85647
< 1 year,Illinois,Female,2005,82961
< 1 year,Illinois,Female,2006,82975
< 1 year,Illinois,Female,2007,84204
< 1 year,Illinois,Female,2008,82540
< 1 year,Illinois,Female,2009,80579
< 1 year,Illinois,Female,2010,79880
< 1 year,Illinois,Female,2011,78862
< 1 year,Illinois,Female,2012,78376
< 1 year,Illinois,Female,2013,76805
< 1 year,Illinois,Female,2014,76677
< 1 year,Illinois,Female,2015,77571
< 1 year,Illinois,Female,2016,76030
< 1 year,Illinois,Female,2017,73869
< 1 year,Illinois,Female,2018,71706
< 1 year,Illinois,Female,2019,70270
< 1 year,Illinois,Male,1990,94230
< 1 year,Illinois,Male,1991,95297
< 1 year,Illinois,Male,1992,95291
< 1 year,Illinois,Male,1993,94040
< 1 year,Illinois,Male,1994,92993
< 1 year,Illinois,Male,1995,91667
< 1 year,Illinois,Male,1996,89619
< 1 year,Illinois,Male,1997,88899
< 1 year,Illinois,Male,1998,88100
< 1 year,Illinois,Male,1999,88454
< 1 year,Illinois,Male,2000,89554
< 1 year,Illinois,Male,2001,92914
< 1 year,Illinois,Male,2002,90111
< 1 year,Illinois,Male,2003,89850
< 1 year,Illinois,Male,2004,89786
< 1 year,Illinois,Male,2005,87581
< 1 year,Illinois,Male,2006,86058
< 1 year,Illinois,Male,2007,87088
< 1 year,Illinois,Male,2008,85428
< 1 year,Illinois,Male,2009,84067
< 1 year,Illinois,Male,2010,83873
< 1 year,Illinois,Male,2011,83213
< 1 year,Illinois,Male,2012,81283
< 1 year,Illinois,Male,2013,80323
< 1 year,Illinois,Male,2014,80246
< 1 year,Illinois,Male,2015,81016
< 1 year,Illinois,Male,2016,79535
< 1 year,Illinois,Male,2017,77425
< 1 year,Illinois,Male,2018,74711
< 1 year,Illinois,Male,2019,73453
< 1 year,Indiana,Female,1990,40452
< 1 year,Indiana,Female,1991,40213
< 1 year,Indiana,Female,1992,40468
< 1 year,Indiana,Female,1993,39835
< 1 year,Indiana,Female,1994,39629
< 1 year,Indiana,Female,1995,39725
< 1 year,Indiana,Female,1996,39556
< 1 year,Indiana,Female,1997,40201
< 1 year,Indiana,Female,1998,40458
< 1 year,Indiana,Female,1999,40941
< 1 year,Indiana,Female,2000,41671
< 1 year,Indiana,Female,2001,42721
< 1 year,Indiana,Female,2002,41195
< 1 year,Indiana,Female,2003,41248
< 1 year,Indiana,Female,2004,41879
< 1 year,Indiana,Female,2005,41695
< 1 year,Indiana,Female,2006,42304
< 1 year,Indiana,Female,2007,43202
< 1 year,Indiana,Female,2008,42830
< 1 year,Indiana,Female,2009,41887
< 1 year,Indiana,Female,2010,41038
< 1 year,Indiana,Female,2011,40644
< 1 year,Indiana,Female,2012,40125
< 1 year,Indiana,Female,2013,40559
< 1 year,Indiana,Female,2014,40342
< 1 year,Indiana,Female,2015,40603
< 1 year,Indiana,Female,2016,40353
< 1 year,Indiana,Female,2017,39922
< 1 year,Indiana,Female,2018,39768
< 1 year,Indiana,Female,2019,39179
< 1 year,Indiana,Male,1990,42577
< 1 year,Indiana,Male,1991,42267
< 1 year,Indiana,Male,1992,42462
< 1 year,Indiana,Male,1993,42008
< 1 year,Indiana,Male,1994,41693
< 1 year,Indiana,Male,1995,41750
< 1 year,Indiana,Male,1996,41553
< 1 year,Indiana,Male,1997,42210
< 1 year,Indiana,Male,1998,42519
< 1 year,Indiana,Male,1999,42963
< 1 year,Indiana,Male,2000,43666
< 1 year,Indiana,Male,2001,44558
< 1 year,Indiana,Male,2002,43013
< 1 year,Indiana,Male,2003,43211
< 1 year,Indiana,Male,2004,44637
< 1 year,Indiana,Male,2005,43355
< 1 year,Indiana,Male,2006,44770
< 1 year,Indiana,Male,2007,45016
< 1 year,Indiana,Male,2008,44664
< 1 year,Indiana,Male,2009,43679
< 1 year,Indiana,Male,2010,42974
< 1 year,Indiana,Male,2011,42367
< 1 year,Indiana,Male,2012,42559
< 1 year,Indiana,Male,2013,42288
< 1 year,Indiana,Male,2014,42630
< 1 year,Indiana,Male,2015,42926
< 1 year,Indiana,Male,2016,42652
< 1 year,Indiana,Male,2017,41726
< 1 year,Indiana,Male,2018,41628
< 1 year,Indiana,Male,2019,41177
< 1 year,Iowa,Female,1990,19306
< 1 year,Iowa,Female,1991,18610
< 1 year,Iowa,Female,1992,18551
< 1 year,Iowa,Female,1993,18142
< 1 year,Iowa,Female,1994,17807
< 1 year,Iowa,Female,1995,17658
< 1 year,Iowa,Female,1996,17707
< 1 year,Iowa,Female,1997,17849
< 1 year,Iowa,Female,1998,17890
< 1 year,Iowa,Female,1999,18000
< 1 year,Iowa,Female,2000,18381
< 1 year,Iowa,Female,2001,18650
< 1 year,Iowa,Female,2002,18053
< 1 year,Iowa,Female,2003,18809
< 1 year,Iowa,Female,2004,18674
< 1 year,Iowa,Female,2005,18822
< 1 year,Iowa,Female,2006,19681
< 1 year,Iowa,Female,2007,19956
< 1 year,Iowa,Female,2008,20048
< 1 year,Iowa,Female,2009,19549
< 1 year,Iowa,Female,2010,19339
< 1 year,Iowa,Female,2011,18382
< 1 year,Iowa,Female,2012,18773
< 1 year,Iowa,Female,2013,18969
< 1 year,Iowa,Female,2014,19284
< 1 year,Iowa,Female,2015,19127
< 1 year,Iowa,Female,2016,19180
< 1 year,Iowa,Female,2017,18904
< 1 year,Iowa,Female,2018,18541
< 1 year,Iowa,Female,2019,18327
< 1 year,Iowa,Male,1990,20082
< 1 year,Iowa,Male,1991,19336
< 1 year,Iowa,Male,1992,19270
< 1 year,Iowa,Male,1993,18961
< 1 year,Iowa,Male,1994,18567
< 1 year,Iowa,Male,1995,18434
< 1 year,Iowa,Male,1996,18482
< 1 year,Iowa,Male,1997,18641
< 1 year,Iowa,Male,1998,18675
< 1 year,Iowa,Male,1999,18894
< 1 year,Iowa,Male,2000,19287
< 1 year,Iowa,Male,2001,19280
< 1 year,Iowa,Male,2002,19195
< 1 year,Iowa,Male,2003,19344
< 1 year,Iowa,Male,2004,19391
< 1 year,Iowa,Male,2005,19470
< 1 year,Iowa,Male,2006,20478
< 1 year,Iowa,Male,2007,21101
< 1 year,Iowa,Male,2008,20815
< 1 year,Iowa,Male,2009,20286
< 1 year,Iowa,Male,2010,19937
< 1 year,Iowa,Male,2011,19340
< 1 year,Iowa,Male,2012,19511
< 1 year,Iowa,Male,2013,19723
< 1 year,Iowa,Male,2014,20044
< 1 year,Iowa,Male,2015,20376
< 1 year,Iowa,Male,2016,20083
< 1 year,Iowa,Male,2017,19735
< 1 year,Iowa,Male,2018,19373
< 1 year,Iowa,Male,2019,19213
< 1 year,Kansas,Female,1990,18673
< 1 year,Kansas,Female,1991,17874
< 1 year,Kansas,Female,1992,17917
< 1 year,Kansas,Female,1993,17530
< 1 year,Kansas,Female,1994,17471
< 1 year,Kansas,Female,1995,17313
< 1 year,Kansas,Female,1996,17139
< 1 year,Kansas,Female,1997,17576
< 1 year,Kansas,Female,1998,17876
< 1 year,Kansas,Female,1999,18099
< 1 year,Kansas,Female,2000,18456
< 1 year,Kansas,Female,2001,18944
< 1 year,Kansas,Female,2002,18899
< 1 year,Kansas,Female,2003,19099
< 1 year,Kansas,Female,2004,19049
< 1 year,Kansas,Female,2005,19063
< 1 year,Kansas,Female,2006,19328
< 1 year,Kansas,Female,2007,20262
< 1 year,Kansas,Female,2008,20239
< 1 year,Kansas,Female,2009,20251
< 1 year,Kansas,Female,2010,19859
< 1 year,Kansas,Female,2011,19536
< 1 year,Kansas,Female,2012,19230
< 1 year,Kansas,Female,2013,19339
< 1 year,Kansas,Female,2014,19129
< 1 year,Kansas,Female,2015,19075
< 1 year,Kansas,Female,2016,18864
< 1 year,Kansas,Female,2017,18103
< 1 year,Kansas,Female,2018,17329
< 1 year,Kansas,Female,2019,17235
< 1 year,Kansas,Male,1990,19876
< 1 year,Kansas,Male,1991,19060
< 1 year,Kansas,Male,1992,19095
< 1 year,Kansas,Male,1993,18827
< 1 year,Kansas,Male,1994,18781
< 1 year,Kansas,Male,1995,18669
< 1 year,Kansas,Male,1996,18503
< 1 year,Kansas,Male,1997,18987
< 1 year,Kansas,Male,1998,19417
< 1 year,Kansas,Male,1999,19618
< 1 year,Kansas,Male,2000,19974
< 1 year,Kansas,Male,2001,19740
< 1 year,Kansas,Male,2002,19597
< 1 year,Kansas,Male,2003,19828
< 1 year,Kansas,Male,2004,19787
< 1 year,Kansas,Male,2005,19420
< 1 year,Kansas,Male,2006,20017
< 1 year,Kansas,Male,2007,20809
< 1 year,Kansas,Male,2008,21009
< 1 year,Kansas,Male,2009,20898
< 1 year,Kansas,Male,2010,20752
< 1 year,Kansas,Male,2011,20409
< 1 year,Kansas,Male,2012,20112
< 1 year,Kansas,Male,2013,20222
< 1 year,Kansas,Male,2014,19992
< 1 year,Kansas,Male,2015,19757
< 1 year,Kansas,Male,2016,19617
< 1 year,Kansas,Male,2017,19091
< 1 year,Kansas,Male,2018,18428
< 1 year,Kansas,Male,2019,18090
< 1 year,Kentucky,Female,1990,25107
< 1 year,Kentucky,Female,1991,25258
< 1 year,Kentucky,Female,1992,25547
< 1 year,Kentucky,Female,1993,25151
< 1 year,Kentucky,Female,1994,25257
< 1 year,Kentucky,Female,1995,25213
< 1 year,Kentucky,Female,1996,25078
< 1 year,Kentucky,Female,1997,25687
< 1 year,Kentucky,Female,1998,25585
< 1 year,Kentucky,Female,1999,25753
< 1 year,Kentucky,Female,2000,26190
< 1 year,Kentucky,Female,2001,26688
< 1 year,Kentucky,Female,2002,26006
< 1 year,Kentucky,Female,2003,26406
< 1 year,Kentucky,Female,2004,26899
< 1 year,Kentucky,Female,2005,27050
< 1 year,Kentucky,Female,2006,27365
< 1 year,Kentucky,Female,2007,28306
< 1 year,Kentucky,Female,2008,28393
< 1 year,Kentucky,Female,2009,27302
< 1 year,Kentucky,Female,2010,26867
< 1 year,Kentucky,Female,2011,26636
< 1 year,Kentucky,Female,2012,26957
< 1 year,Kentucky,Female,2013,26997
< 1 year,Kentucky,Female,2014,27016
< 1 year,Kentucky,Female,2015,26980
< 1 year,Kentucky,Female,2016,27065
< 1 year,Kentucky,Female,2017,26744
< 1 year,Kentucky,Female,2018,26191
< 1 year,Kentucky,Female,2019,25926
< 1 year,Kentucky,Male,1990,26839
< 1 year,Kentucky,Male,1991,26913
< 1 year,Kentucky,Male,1992,27102
< 1 year,Kentucky,Male,1993,26759
< 1 year,Kentucky,Male,1994,26775
< 1 year,Kentucky,Male,1995,26632
< 1 year,Kentucky,Male,1996,26442
< 1 year,Kentucky,Male,1997,27021
< 1 year,Kentucky,Male,1998,26967
< 1 year,Kentucky,Male,1999,27018
< 1 year,Kentucky,Male,2000,27443
< 1 year,Kentucky,Male,2001,28293
< 1 year,Kentucky,Male,2002,27490
< 1 year,Kentucky,Male,2003,27698
< 1 year,Kentucky,Male,2004,28112
< 1 year,Kentucky,Male,2005,28314
< 1 year,Kentucky,Male,2006,28841
< 1 year,Kentucky,Male,2007,29715
< 1 year,Kentucky,Male,2008,29708
< 1 year,Kentucky,Male,2009,28787
< 1 year,Kentucky,Male,2010,28201
< 1 year,Kentucky,Male,2011,28402
< 1 year,Kentucky,Male,2012,28040
< 1 year,Kentucky,Male,2013,28808
< 1 year,Kentucky,Male,2014,28377
< 1 year,Kentucky,Male,2015,28639
< 1 year,Kentucky,Male,2016,28260
< 1 year,Kentucky,Male,2017,27831
< 1 year,Kentucky,Male,2018,27902
< 1 year,Kentucky,Male,2019,27228
< 1 year,Louisiana,Female,1990,33352
< 1 year,Louisiana,Female,1991,33633
< 1 year,Louisiana,Female,1992,33816
< 1 year,Louisiana,Female,1993,32617
< 1 year,Louisiana,Female,1994,32004
< 1 year,Louisiana,Female,1995,31058
< 1 year,Louisiana,Female,1996,30406
< 1 year,Louisiana,Female,1997,30723
< 1 year,Louisiana,Female,1998,31146
< 1 year,Louisiana,Female,1999,31457
< 1 year,Louisiana,Female,2000,31589
< 1 year,Louisiana,Female,2001,32104
< 1 year,Louisiana,Female,2002,31509
< 1 year,Louisiana,Female,2003,30987
< 1 year,Louisiana,Female,2004,31717
< 1 year,Louisiana,Female,2005,31582
< 1 year,Louisiana,Female,2006,25638
< 1 year,Louisiana,Female,2007,31595
< 1 year,Louisiana,Female,2008,32723
< 1 year,Louisiana,Female,2009,31335
< 1 year,Louisiana,Female,2010,30069
< 1 year,Louisiana,Female,2011,30076
< 1 year,Louisiana,Female,2012,30104
< 1 year,Louisiana,Female,2013,30169
< 1 year,Louisiana,Female,2014,31195
< 1 year,Louisiana,Female,2015,31364
< 1 year,Louisiana,Female,2016,31247
< 1 year,Louisiana,Female,2017,30394
< 1 year,Louisiana,Female,2018,29099
< 1 year,Louisiana,Female,2019,28379
< 1 year,Louisiana,Male,1990,34736
< 1 year,Louisiana,Male,1991,35015
< 1 year,Louisiana,Male,1992,35123
< 1 year,Louisiana,Male,1993,34091
< 1 year,Louisiana,Male,1994,33416
< 1 year,Louisiana,Male,1995,32413
< 1 year,Louisiana,Male,1996,31728
< 1 year,Louisiana,Male,1997,32018
< 1 year,Louisiana,Male,1998,32549
< 1 year,Louisiana,Male,1999,32852
< 1 year,Louisiana,Male,2000,33007
< 1 year,Louisiana,Male,2001,33234
< 1 year,Louisiana,Male,2002,32959
< 1 year,Louisiana,Male,2003,32689
< 1 year,Louisiana,Male,2004,32876
< 1 year,Louisiana,Male,2005,33034
< 1 year,Louisiana,Male,2006,26652
< 1 year,Louisiana,Male,2007,33019
< 1 year,Louisiana,Male,2008,34206
< 1 year,Louisiana,Male,2009,32235
< 1 year,Louisiana,Male,2010,30990
< 1 year,Louisiana,Male,2011,31625
< 1 year,Louisiana,Male,2012,31551
< 1 year,Louisiana,Male,2013,31735
< 1 year,Louisiana,Male,2014,32415
< 1 year,Louisiana,Male,2015,32484
< 1 year,Louisiana,Male,2016,32207
< 1 year,Louisiana,Male,2017,31481
< 1 year,Louisiana,Male,2018,30268
< 1 year,Louisiana,Male,2019,29631
< 1 year,Maine,Female,1990,8585
< 1 year,Maine,Female,1991,7966
< 1 year,Maine,Female,1992,7700
< 1 year,Maine,Female,1993,7253
< 1 year,Maine,Female,1994,6922
< 1 year,Maine,Female,1995,6697
< 1 year,Maine,Female,1996,6618
< 1 year,Maine,Female,1997,6585
< 1 year,Maine,Female,1998,6539
< 1 year,Maine,Female,1999,6467
< 1 year,Maine,Female,2000,6575
< 1 year,Maine,Female,2001,6719
< 1 year,Maine,Female,2002,6538
< 1 year,Maine,Female,2003,6718
< 1 year,Maine,Female,2004,6828
< 1 year,Maine,Female,2005,6723
< 1 year,Maine,Female,2006,6747
< 1 year,Maine,Female,2007,6926
< 1 year,Maine,Female,2008,6714
< 1 year,Maine,Female,2009,6523
< 1 year,Maine,Female,2010,6377
< 1 year,Maine,Female,2011,6173
< 1 year,Maine,Female,2012,6216
< 1 year,Maine,Female,2013,6161
< 1 year,Maine,Female,2014,6135
< 1 year,Maine,Female,2015,6115
< 1 year,Maine,Female,2016,6046
< 1 year,Maine,Female,2017,5988
< 1 year,Maine,Female,2018,6021
< 1 year,Maine,Female,2019,5862
< 1 year,Maine,Male,1990,9030
< 1 year,Maine,Male,1991,8384
< 1 year,Maine,Male,1992,8112
< 1 year,Maine,Male,1993,7690
< 1 year,Maine,Male,1994,7339
< 1 year,Maine,Male,1995,7113
< 1 year,Maine,Male,1996,7020
< 1 year,Maine,Male,1997,7000
< 1 year,Maine,Male,1998,6946
< 1 year,Maine,Male,1999,6882
< 1 year,Maine,Male,2000,6992
< 1 year,Maine,Male,2001,7077
< 1 year,Maine,Male,2002,6976
< 1 year,Maine,Male,2003,7124
< 1 year,Maine,Male,2004,7349
< 1 year,Maine,Male,2005,7264
< 1 year,Maine,Male,2006,7265
< 1 year,Maine,Male,2007,7459
< 1 year,Maine,Male,2008,7251
< 1 year,Maine,Male,2009,6896
< 1 year,Maine,Male,2010,6913
< 1 year,Maine,Male,2011,6430
< 1 year,Maine,Male,2012,6527
< 1 year,Maine,Male,2013,6671
< 1 year,Maine,Male,2014,6531
< 1 year,Maine,Male,2015,6474
< 1 year,Maine,Male,2016,6532
< 1 year,Maine,Male,2017,6400
< 1 year,Maine,Male,2018,6187
< 1 year,Maine,Male,2019,6173
< 1 year,Maryland,Female,1990,38082
< 1 year,Maryland,Female,1991,38048
< 1 year,Maryland,Female,1992,37354
< 1 year,Maryland,Female,1993,36206
< 1 year,Maryland,Female,1994,35646
< 1 year,Maryland,Female,1995,35185
< 1 year,Maryland,Female,1996,34338
< 1 year,Maryland,Female,1997,34622
< 1 year,Maryland,Female,1998,34463
< 1 year,Maryland,Female,1999,34168
< 1 year,Maryland,Female,2000,34522
< 1 year,Maryland,Female,2001,35863
< 1 year,Maryland,Female,2002,35455
< 1 year,Maryland,Female,2003,35877
< 1 year,Maryland,Female,2004,36131
< 1 year,Maryland,Female,2005,35975
< 1 year,Maryland,Female,2006,36050
< 1 year,Maryland,Female,2007,36855
< 1 year,Maryland,Female,2008,36810
< 1 year,Maryland,Female,2009,35839
< 1 year,Maryland,Female,2010,35421
< 1 year,Maryland,Female,2011,35834
< 1 year,Maryland,Female,2012,35584
< 1 year,Maryland,Female,2013,35251
< 1 year,Maryland,Female,2014,35449
< 1 year,Maryland,Female,2015,36195
< 1 year,Maryland,Female,2016,35949
< 1 year,Maryland,Female,2017,35358
< 1 year,Maryland,Female,2018,34896
< 1 year,Maryland,Female,2019,34218
< 1 year,Maryland,Male,1990,40361
< 1 year,Maryland,Male,1991,40230
< 1 year,Maryland,Male,1992,39365
< 1 year,Maryland,Male,1993,38279
< 1 year,Maryland,Male,1994,37540
< 1 year,Maryland,Male,1995,37007
< 1 year,Maryland,Male,1996,36022
< 1 year,Maryland,Male,1997,36262
< 1 year,Maryland,Male,1998,36079
< 1 year,Maryland,Male,1999,35613
< 1 year,Maryland,Male,2000,35912
< 1 year,Maryland,Male,2001,37364
< 1 year,Maryland,Male,2002,37300
< 1 year,Maryland,Male,2003,37295
< 1 year,Maryland,Male,2004,37840
< 1 year,Maryland,Male,2005,37624
< 1 year,Maryland,Male,2006,37770
< 1 year,Maryland,Male,2007,39017
< 1 year,Maryland,Male,2008,38231
< 1 year,Maryland,Male,2009,37437
< 1 year,Maryland,Male,2010,36927
< 1 year,Maryland,Male,2011,37470
< 1 year,Maryland,Male,2012,37027
< 1 year,Maryland,Male,2013,36928
< 1 year,Maryland,Male,2014,37085
< 1 year,Maryland,Male,2015,37817
< 1 year,Maryland,Male,2016,37366
< 1 year,Maryland,Male,2017,36539
< 1 year,Maryland,Male,2018,36326
< 1 year,Maryland,Male,2019,35708
